key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
wilderness,Израил в пустинята от 1513 до 1473 г. пр.н.е. – 40 години,Israel in the wilderness 1513 to 1473 B.C.E. – 40 years, ,text,False, , , ,Израел в пустинята 1513 до 1473 г. пр.н.е. – 40 години,Израел в пустинята 1513 до 1473 пр.н.е. – 40 години, ,"Израил в пустинята, 1513 до 1473 г. пр.н.е. – 40 години",Израил в пустинята от 1513 до 1473 г. пр.н.е. – 40 години
timespan_judges,1473 – 1117 г. пр.н.е. – 356 години,1473 to 1117 B.C.E. – 356 years, ,text,False, , , ,1473 до 1117 г. пр.н.е. – 356 години,1473 до 1117 пр.н.е. – 356 години, ,1473 до 1117 г. пр.н.е. – 356 години,1473 – 1117 г. пр.н.е. – 356 години
timespan_judges2,Епохата на съдиите,Time of the judges, ,text,False, , , ,Времето на съдиите,Време на съдиите, ,Времето на съдиите,Епохата на съдиите
temple2,Остават 479 години до започването на строежа на храма – 1 Царе 6:1,479 years until the temple construction – 1 Kings 6:1,1034 BCE,text,False, , , ,479 години до построяването на храма – 1 Царе 6:1,479 години до построяването на храма – 3 Царе 6:1, ,479 години до построяването на храма – 3 Царе 6:1,Остават 479 години до започването на строежа на храма – 1 Царе 6:1
69weeks2,69 седмици до Месията – Даниил 9:25,69 weeks to the Messiah – Daniel 9:25, ,text,False, , , ,69 седмици до Месията – Даниил 9:25,69 седмицы до Месията – Данаил 9:25, ,69 седмици до Месията – Даниил 9:25,69 седмици до Месията – Даниил 9:25
jesus_service,"3,5 години служение на Исус, екзекутиран на 14 нисан 33 г. сл. Хр.","3.5 years of Jesus service, executed Nisan 14th, 33 C.E.", ,text,False, , , ,"3,5 години служба на Исус, екзекутирана на 14 Нисан, 33 г. сл. Хр.","3,5 години служба на Исус, екзекутиран Нисан 14, 33 сл.н.е.", ,"3,5 години служба на Исус, екзекутиран на 14 нисан, 33 г. н.е.","3,5 години служение на Исус, екзекутиран на 14 нисан 33 г. сл. Хр."
jesus_life,Исус е роден през 2 г. пр.н.е.,Jesus born 2 B.C.E., ,text,False, , , ,Исус е роден 2 г. пр.н.е.,Исус роден 2 пр.н.е., ,Исус се ражда през 2 г. пр.н.е.,Исус е роден през 2 г. пр.н.е.
exile,607–537 г. пр.н.е. – 70 години (Еремия 25:11),607 to 537 B.C.E. – 70 years (Jeremiah 25:11), ,text,False, , , ,607 до 537 г. пр.н.е. – 70 години (Йеремия 25:11),607 до 537 пр.н.е. – 70 години (Еремия 25:11), ,607 до 537 г. пр.н.е. – 70 години (Йеремия 25:11),607–537 г. пр.н.е. – 70 години (Еремия 25:11)
exile2,Изгнание,Exile, ,text,False, , , ,Изгнание,Изгнание, ,Изгнание,Изгнание
7times2,"7 пъти – 2520 години до Месианското царство, 1914 г. сл. Хр. (Даниил 4:23)",7 times – 2520 years to the Messianic Kingdom 1914 C.E. (Daniel 4:23), ,text,False, , , ,7 пъти – 2520 години до Месианското Царство 1914 г. сл. Хр. (Даниил 4:23),7 времена – 2520 години до Месианското Царство 1914 сл.н.е. (Данаил 4:23), ,"7 времена – 2520 години до Месианското царство, 1914 г. н.е. (Даниил 4:23)","7 пъти – 2520 години до Месианското царство, 1914 г. сл. Хр. (Даниил 4:23)"
ww1,Първата световна война – 1914–1918 г.,World War I – 1914–1918, ,text,False, , , ,Първа световна война – 1914–1918,Първа световна война – 1914–1918, ,Първата световна война – 1914–1918,Първата световна война – 1914–1918 г.
ww2,Втора световна война – 1939–1945 г.,World War II – 1939–1945, ,text,False, , , ,Втора световна война – 1939–1945,Втора световна война – 1939–1945, ,Втората световна война – 1939–1945,Втора световна война – 1939–1945 г.
30_year_war,"Тридесетгодишната война в Европа, 1618–1648 г.",Thirty Years' War in Europe 1618-1648, ,text,False, , , ,Тридесетгодишната война в Европа 1618-1648,Тридесетгодишна война в Европа 1618–1648, ,"Тридесетгодишната война в Европа, 1618-1648","Тридесетгодишната война в Европа, 1618–1648 г."
joshua,110 години,110 years, ,text,False, , , ,110 години,110 години, ,110 години,110 години
caleb,повече от 85 години,more than 85 years, ,text,False, , , ,повече от 85 години,повече от 85 години, ,повече от 85 години,повече от 85 години
missionary1,"Първото мисионерско пътуване на Павел, ок. 47–48 г. сл. Хр., заедно с Варнава и Йоан Марк","First Missionary Journey of Paul, c. 47-48 C.E. with Barnabas and John Mark", ,text,False, , , ,"Първо мисионерско пътуване на Павел, ок. 47-48 г. сл. Хр., с Варнава и Йоан Марк","Първо мисионерско пътуване на Павел, около 47–48 сл.н.е. с Варнава и Йоан Марко", ,"Първо мисионерско пътуване на Павел с Варнава и Йоан Марко, ок. 47-48 г. н.е.","Първото мисионерско пътуване на Павел, ок. 47–48 г. сл. Хр., заедно с Варнава и Йоан Марк"
circumcision,"Въпросът за обрязването в Антиохия, съборът в Йерусалим около 49 г. сл. Хр.","Circumcision issue at Antioch, conference in Jerusalem c. 49 C.E.", ,text,False, , , ,"Въпросът за обрязването в Антиохия, конференция в Йерусалим около 49 г. сл. Хр.","Спор за обрязването в Антиохия, конференция в Йерусалим около 49 сл.н.е.", ,"Въпросът за обрязването в Антиохия, конференция в Йерусалим, ок. 49 г. н.е.","Въпросът за обрязването в Антиохия, съборът в Йерусалим около 49 г. сл. Хр."
missionary2,"Второ мисионерско пътуване, около 49–52 г. сл. Хр., заедно със Силас (Силван)",Second Missionary Journey c. 49-52 C.E with Silas (Silvanus), ,text,False, , , ,Второ мисионерско пътуване около 49-52 г. сл. Хр. със Сила (Силван),Второ мисионерско пътуване около 49–52 сл.н.е. със Сила (Силван), ,"Второ мисионерско пътуване със Сила (Силван), ок. 49-52 г. н.е.","Второ мисионерско пътуване, около 49–52 г. сл. Хр., заедно със Силас (Силван)"
missionary3,"Трето мисионерско пътуване, около 52–56 г. сл. Хр.",Third Missionary Journey c. 52-56 C.E., ,text,False, , , ,Трето мисионерско пътуване около 52-56 г. сл. Хр.,Трето мисионерско пътуване около 52–56 сл.н.е., ,"Трето мисионерско пътуване, ок. 52-56 г. н.е.","Трето мисионерско пътуване, около 52–56 г. сл. Хр."
caesarea,"Павел в ареста в Кесария, около 56–58 г. сл. Хр.",Paul in custody in Caesarea c. 56-58 C.E., ,text,False, , , ,Павел под стража в Кесария около 56-58 г. сл. Хр.,Павел под стража в Кесария около 56–58 сл.н.е., ,"Павел е задържан в Кесария, ок. 56-58 г. н.е.","Павел в ареста в Кесария, около 56–58 г. сл. Хр."
rome1,"Първото затваряне на Павел в Рим, около 59–61 г. сл. Хр.",Paul’s first imprisonment in Rome c. 59-61 C.E., ,text,False, , , ,Първото затворничество на Павел в Рим около 59-61 г. сл. Хр.,Първо затваряне на Павел в Рим около 59–61 сл.н.е., ,"Първо затворничество на Павел в Рим, ок. 59-61 г. н.е.","Първото затваряне на Павел в Рим, около 59–61 г. сл. Хр."
rome2,"Второто затваряне на Павел в Рим около 65 г. сл. Хр., написването на 2 Тимотей, екзекуцията на Павел","Paul’s second imprisonment in Rome c. 65 C.E., 2 Timothy written, Paul executed", ,text,False, , , ,"Второто затворничество на Павел в Рим около 65 г. сл. Хр., написано 2 Тимотей, Павел екзекутиран","Второ затваряне на Павел в Рим около 65 сл.н.е., написано 2 Тимотей, Павел екзекутиран", ,"Второ затворничество на Павел в Рим, ок. 65 г. н.е., написано е 2 Тимотей, Павел е екзекутиран","Второто затваряне на Павел в Рим около 65 г. сл. Хр., написването на 2 Тимотей, екзекуцията на Павел"
event_exodus,"Изходът от Египет на 14 Нисан, 1513 г. пр.н.е.","Exodus from Egypt on Nisan 14th, 1513 B.C.E.", ,text,False, , , ,"Изход от Египет на 14 Нисан, 1513 г. пр.н.е.","Изход от Египет на Нисан 14, 1513 пр.н.е.", ,"Изходът от Египет на 14 нисан, 1513 г. пр.н.е.","Изходът от Египет на 14 Нисан, 1513 г. пр.н.е."
event_division_kingdom,"Разделянето на Израил, 997 г. пр.н.е.",Division of Israel 997 BCE, ,text,False, , , ,Разделяне на Израел 997 г. пр.н.е.,Разделяне на Израел 997 пр.н.е., ,"Разделяне на Израил, 997 г. пр.н.е.","Разделянето на Израил, 997 г. пр.н.е."
event_destruction_samaria,Разрушаването на Самария през 740 г. пр.н.е. от Асирия,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , ,Унищожаването на Самария 740 г. пр.н.е. от Асирия,Разрушаване на Самария 740 пр.н.е. от Асирия, ,"Разрушаване на Самария от Асирия, 740 г. пр.н.е.",Разрушаването на Самария през 740 г. пр.н.е. от Асирия
event_destruction_jerusalem1,"Разрушаването на Ерусалим през 607 г. пр.н.е. от Вавилон, 390 години след разделянето на царството (Езекиил 4:5)","Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)", ,text,False, , , ,"Разрушаването на Йерусалим 607 г. пр.н.е. от Вавилон, 390 години след разделянето на царството (Езекиил 4:5)","Разрушаване на Йерусалим 607 пр.н.е. от Вавилон, 390 години след разделянето на царството (Езекиил 4:5)", ,"Разрушаване на Йерусалим от Вавилон, 607 г. пр.н.е., 390 години след разделянето на царството (Езекиил 4:5)","Разрушаването на Ерусалим през 607 г. пр.н.е. от Вавилон, 390 години след разделянето на царството (Езекиил 4:5)"
event_temple_rebuilt,Храмът в Йерусалим е възстановен през 515 г. пр.н.е.,Temple in Jerusalem rebuilt 515 B.C.E., ,text,False, , , ,"Храмът в Йерусалим, построен отново през 515 г. пр.н.е.",Храмът в Йерусалим преизграден 515 пр.н.е., ,Храмът в Йерусалим е възстановен през 515 г. пр.н.е.,Храмът в Йерусалим е възстановен през 515 г. пр.н.е.
event_jerusalem_rebuilt,Стената на Йерусалим е възстановена през 455 г. пр.н.е.,Jerusalem wall rebuilt 455 B.C.E., ,text,False, , , ,Йерусалимската стена е възстановена през 455 г. пр.н.е.,Йерусалимската стена преизградена 455 пр.н.е., ,Стената на Йерусалим е възстановена през 455 г. пр.н.е.,Стената на Йерусалим е възстановена през 455 г. пр.н.е.
event_destruction_jerusalem2,Разрушаването на Йерусалим през 70 г. сл. Хр. от Рим под командването на Тит,Destruction of Jerusalem 70 C.E. by Rome under Titus, ,text,False, , , ,Разрушаването на Йерусалим през 70 г. сл. Хр. от Рим под управлението на Тит,Разрушаване на Йерусалим 70 сл.н.е. от Рим при Тит, ,"Разрушаване на Йерусалим от Рим под командването на Тит, 70 г. н.е.",Разрушаването на Йерусалим през 70 г. сл. Хр. от Рим под командването на Тит
event_1914,С края на времето на народите (Лука 21:24) Божието царство започва да властва на небето през 1914 г. сл. Хр.,"End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",include scripture Luke 21:24,text,False, , , ,"Краят на времето на народите (Лука 21:24), Божието Царство започва да управлява в небето 1914 г. сл. Хр.","Край на времето на народите (Лука 21:24), Божието Царство започва да управлява на небето 1914 сл.н.е.", ,"Краят на времената на народите (Лука 21:24), Божието царство започва да управлява в небето през 1914 г. н.е.",С края на времето на народите (Лука 21:24) Божието царство започва да властва на небето през 1914 г. сл. Хр.
became_king,става крал на възраст,becomes king at age,2025-04-14,text,False, , , ,става крал на възраст,става цар на възраст, ,става цар на възраст,става крал на възраст
vulgate,"Вулгата, завършена от Йероним (латински превод на Библията) около 405 г. сл. Хр.",Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E., ,text,False, , , ,"Вулгата, завършена от Йероним (латински превод на Библията) около 405 г. сл. Хр.",Вулгата завършена от Йероним (латински превод на Библията) около 405 сл.н.е., ,"Вулгатата е завършена от Йероним (латински превод на Библията), ок. 405 г. н.е.","Вулгата, завършена от Йероним (латински превод на Библията) около 405 г. сл. Хр."
gutenberg,"Библията на Гутенберг, отпечатана през 1455 г.",Gutenberg Bible printed 1455, ,text,False, , , ,"Библията на Гутенберг, отпечатана през 1455 г.",Гутенбергова Библия отпечатана 1455, ,Библията на Гутенберг е отпечатана през 1455 г.,"Библията на Гутенберг, отпечатана през 1455 г."
erasmus,"Гръцкият текст на „Християнските гръцки писания“, публикуван от Дезидериус Еразъм от Ротердам през 1516 г.",Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516, ,text,False, , , ,"Гръцки текст на Християнските гръцки писания, публикуван от Дезидерий Еразъм Ротердамски през 1516 г.",Гръцки текст на Християнските Гръцки Писания публикуван от Дезидериус Еразъм Ротердамски 1516, ,Гръцкият текст на Християнските гръцки писания е публикуван от Дезидерий Еразъм Ротердамски през 1516 г.,"Гръцкият текст на „Християнските гръцки писания“, публикуван от Дезидериус Еразъм от Ротердам през 1516 г."
luther,Преводът на Библията на Лутер през септември 1522 г.,Luther Bible translation in September 1522, ,text,False, , , ,Преводът на Библията на Лутер през септември 1522 г.,Лутерова Библия преведена през септември 1522, ,Превод на Библията на Лутер през септември 1522 г.,Преводът на Библията на Лутер през септември 1522 г.
tyndale,"Превод на Библията на английски език от Тиндейл, 1536 г.",English Bible translation by Tyndale 1536, ,text,False, , , ,Английски превод на Библията от Тиндейл 1536 г.,Английски превод на Библията от Тиндал 1536, ,"Английски превод на Библията от Тиндейл, 1536 г.","Превод на Библията на английски език от Тиндейл, 1536 г."
king_james,Библията на крал Джеймс от 1611 г.,King James Bible 1611, ,text,False, , , ,Библията на крал Джеймс 1611,Библията на крал Джеймс 1611, ,"Библията на крал Джеймс, 1611 г.",Библията на крал Джеймс от 1611 г.
69weeks3,"Исус започва своето служение през 29 г. сл. Хр. (Лука 3:1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)", ,text,False, , , ,"Исус започва службата си през 29 г. сл. Хр. (Лука 3:1, 21)","Исус започва служението си 29 г.сл.н.е. (Лука 3:1, 21)", ,"Исус започва своята служба през 29 г. н.е. (Лука 3:1, 21)","Исус започва своето служение през 29 г. сл. Хр. (Лука 3:1, 21)"
ransom,„Жертвата ще престане“ в средата на седмицата – Даниил 9:27,Middle of week “sacrifice to cease” Daniel 9:27, ,text,False, , , ,В средата на седмицата „жертвата ще престане“ Даниил 9:27,"Средата на седмицата „жертвата ще престане"" Даниил 9:27", ,Средата на седмицата – „жертвата и приносът ще престанат“ – Даниил 9:27,„Жертвата ще престане“ в средата на седмицата – Даниил 9:27
cornelius,Корнелиус е бил кръстен в края на 70-те седмици (Даниил 9:24) през 36 г. сл. Хр.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E., ,text,False, , , ,Корнилий кръстил в края на 70-те седмици (Даниил 9:24) през 36 г. сл. Хр.,Корнелий е кръстен в края на 70 седмици (Даниил 9:24) през 36 г.сл.н.е., ,Корнилий е кръстен в края на 70-те седмици (Даниил 9:24) през 36 г. н.е.,Корнелиус е бил кръстен в края на 70-те седмици (Даниил 9:24) през 36 г. сл. Хр.
columbus,Краят на доколумбовия период в Америка – 1492 г.,End of the pre-columbian period in the Americas 1492, ,text,False, , , ,Краят на предколумбовия период в Америка 1492 г.,Край на предколумбовия период в Америките 1492, ,"Краят на доколумбовия период в Америките, 1492 г.",Краят на доколумбовия период в Америка – 1492 г.
declaration_independence,"Декларация за независимост на 13-те колонии в Америка, 1776 г.",Declaration of independence of 13 colonies in America 1776, ,text,False, , , ,Декларация за независимост на 13 колонии в Америка от 1776 г.,Декларация за независимост на 13 колонии в Америка 1776, ,"Декларация за независимост на 13-те колонии в Америка, 1776 г.","Декларация за независимост на 13-те колонии в Америка, 1776 г."
tischendorf,През 1844 г. Тишендорф открива „Синайския кодекс“ от IV век,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844, ,text,False, , , ,Тишендорф открива Синайския кодекс от IV век през 1844 г.,Тишендорф открива Кодекс Синайски от 4 век през 1844, ,Тишендорф открива Синайския кодекс от IV век през 1844 г.,През 1844 г. Тишендорф открива „Синайския кодекс“ от IV век
dead_sea_scrolls,"Свитъците от Мъртво море, написани",Dead Sea Scrolls written, ,text,False, , , ,Написани свитъци от Мъртво море,Мъртво море свитъци са написани, ,Написани са Свитъците от Мъртво море,"Свитъците от Мъртво море, написани"
septuagint,Преводът на Септуагинтата (LXX),Septuagint LXX translated, ,text,False, , , ,Преведена е Септуагинта LXX,Септуагинта LXX е преведена, ,Преведена е Септуагинтата (LXX),Преводът на Септуагинтата (LXX)
watchtower,Първият брой на списанието „Зионската стражева кула и вестник за присъствието на Христос“ излиза през 1879 г.,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False, , , ,Първият брой на „Сионска стражева кула и вестник на Христовото присъствие“ е публикуван през 1879 г.,"Първият брой на „Zion’s Watch Tower and Herald of Christ’s Presence"" е публикуван през 1879", ,Първият брой на „Сионската стражева кула и вестител на Христовото присъствие“ е публикуван през 1879 г.,Първият брой на списанието „Зионската стражева кула и вестник за присъствието на Христос“ излиза през 1879 г.
jehovahs_witnesses,"„Изследователите на Библията“ приемат ново име – „Свидетели на Йехова“ (Исая 43:10, 12) в Колумбус, Охайо, 1931 г.","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",include scripture,text,False, , , ,"Изследователите на Библията приемат ново име – Свидетели на Йехова (Исая 43:10, 12) в Колумбъс, Охайо, 1931 г.","Изследователите на Библията приемат ново име – Свидетели на Йехова (Исая 43:10, 12) в Кълъмбъс, Охайо, 1931", ,"Изследователите на Библията приемат ново име – Свидетели на Йехова (Исаия 43:10, 12) в Колъмбъс, Охайо, 1931 г.","„Изследователите на Библията“ приемат ново име – „Свидетели на Йехова“ (Исая 43:10, 12) в Колумбус, Охайо, 1931 г."
gilead_school,"Библейското училище „Стражевата кула“ в Гилеад започва на понеделник, 1 февруари 1943 г.","Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False, , , ,"Библейското училище Гилеад на „Стражева кула“ започва в понеделник, 1 февруари 1943 г.","Библиотечното училище Gilead на Watchtower започва в понеделник, 1 февруари 1943", ,"Библейското училище „Стражева кула“ – Галаад започва в понеделник, 1 февруари 1943 г.","Библейското училище „Стражевата кула“ в Гилеад започва на понеделник, 1 февруари 1943 г."
new_world_translation1,"„Преводът на Свещеното Писание в Новия свят“, издаден в Манчестър, Англия, на 18 юни 1960 г., отново въвежда името Йехова в много части от Библията","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False, , , ,"„Превод на новия свят на Светото писание“, издаден в Манчестър, Англия на 18 юни 1960 г., въвежда отново името Йехова в много части на Библията","„New World Translation of the Holy Scriptures"" е издадена в Манчестър, Англия на 18 юни 1960, въвеждайки отново името Йехова в много части на Библията", ,"„Превод на новия свят на Свещеното писание“ излиза в Манчестър, Англия, на 18 юни 1960 г., като възстановява името Йехова в много части на Библията","„Преводът на Свещеното Писание в Новия свят“, издаден в Манчестър, Англия, на 18 юни 1960 г., отново въвежда името Йехова в много части от Библията"
new_world_translation2,"Преработеното издание на „Превод на Свещеното Писание в Новия свят“ беше представено на годишната среща през 2013 г., като е оптимизирано за използване в цифров формат и онлайн","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False, , , ,"Ревизираният „Превод на новия свят на Светото писание“, издаден на годишното събрание през 2013 г., оптимизиран за дигитално и онлайн използване.","Ревизирана „New World Translation of the Holy Scriptures"" е издадена на годишната среща 2013, оптимизирана за цифрова и онлайн употреба", ,"Преработеният „Превод на новия свят на Свещеното писание“ излиза на годишната среща през 2013 г., оптимизиран за цифрова и онлайн употреба","Преработеното издание на „Превод на Свещеното Писание в Новия свят“ беше представено на годишната среща през 2013 г., като е оптимизирано за използване в цифров формат и онлайн"
cold_war,"Геополитическата обстановка, известна като „Студена война“ (1945–1991 г.)",Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , ,"Геополитическа ситуация, обозначена като „Студена война“ 1945-1991","Геополитическа ситуация, наречена „Студена война"" 1945-1991", ,"Геополитическата ситуация, наречена „Студена война“, 1945-1991 г.","Геополитическата обстановка, известна като „Студена война“ (1945–1991 г.)"
codex_sinaiticus,Написаният „Синайски кодекс“,Codex Sinaiticus written, ,text,False, , , ,Написан Синайски кодекс,Кодекс Синайски е написан, ,Написан е Синайският кодекс,Написаният „Синайски кодекс“
codex_vaticanus,Написването на „Кодекс Ватиканус“,Codex Vaticanus written, ,text,False, , , ,Написан е Ватиканският кодекс,Кодекс Ватиканус е написан, ,Написан е Ватиканският кодекс,Написването на „Кодекс Ватиканус“
leningrad_codex,"„Ленинградският кодекс“, написан в Кайро през 1008 г. сл. Хр.",Leningrad Codex written in Cairo AD 1008, ,text,False, , , ,"Ленинградски кодекс, написан в Кайро през 1008 г. сл. Хр.",Ленинградският кодекс е написан в Кайро 1008 г.сл.н.е., ,Ленинградският кодекс е написан в Кайро през 1008 г. н.е.,"„Ленинградският кодекс“, написан в Кайро през 1008 г. сл. Хр."
john,"Йоан написва „Откровението“, докато е в изгнание на остров Патмос през 96–98 г. сл. Хр.",John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , ,"Йоан пише „откровение“, докато е в изгнание на остров Патмос през 96-98 г. сл. Хр.","Йоан пише „Откровение"" докато е заточен на Патмос 96-98 г.сл.н.е.", ,"Йоан написва „Откровение“, докато е в изгнание на остров Патмос, 96-98 г. н.е.","Йоан написва „Откровението“, докато е в изгнание на остров Патмос през 96–98 г. сл. Хр."
buddha,"Буда – Сидхарта Гаутама, ок. 563 – ок. 483 г. пр.н.е.",The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , ,Буда – Сидхарта Гаутама ок. 563-ок. 483 г. пр.н.е.,Буда – Сидхарта Гаутама ок.563-ок.483 пр.сл.е., ,"Буда – Сидхарта Гаутама, ок. 563-483 г. пр.н.е.","Буда – Сидхарта Гаутама, ок. 563 – ок. 483 г. пр.н.е."
buddha2,"Буда, според друга версия, ок. 480–400 г. пр.н.е.",Buddha alternatively c. 480-400 B.C.E., ,text,False, , , ,"Буда, алтернативно около 480-400 г. пр.н.е.",Буда алтернативно ок. 480-400 пр.сл.е., ,"Алтернативно датиране на Буда, ок. 480-400 г. пр.н.е.","Буда, според друга версия, ок. 480–400 г. пр.н.е."
mohammed,"Мохамед, ок. 570–632 г.",Mohammed c. 570-632, ,text,False, , , ,Мохамед ок. 570-632 г.,Мохамед ок. 570-632, ,"Мохамед, ок. 570-632 г.","Мохамед, ок. 570–632 г."
confucius,"Конфуций, ок. 551 – ок. 479 г. пр.н.е.",Confucius c.551-c.479 B.C.E., ,text,False, , , ,Конфуций ок. 551-ок. 479 г. пр.н.е.,Конфуций ок.551-ок.479 пр.сл.е., ,"Конфуций, ок. 551-479 г. пр.н.е.","Конфуций, ок. 551 – ок. 479 г. пр.н.е."
hijrah,"Хиджра – пътуването от Мека до Медина, 16 юли 622 г.",Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , ,Хиджра - Пътуване от Мека до Медина 16 юли 622 г.,Хиджра – пътуване Мека към Медина 16 юли 622, ,"Хиджра – пътуване от Мека до Медина, 16 юли 622 г.","Хиджра – пътуването от Мека до Медина, 16 юли 622 г."
moses_escape,"1553 г. пр.н.е. Мойсей е принуден да избяга от Египет – Изход 2:15, Деяния 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , ,"1553 г. пр.н.е. Моисей трябва да избяга от Египет – Изход 2:15, Деяния 7:23","1553 пр.сл.е. Моисей трябва да избяга от Египет – Изход 2:15, Деяния 7:23", ,"1553 г. пр.н.е. – Мойсей е принуден да избяга от Египет – Изход 2:15, Деяния 7:23","1553 г. пр.н.е. Мойсей е принуден да избяга от Египет – Изход 2:15, Деяния 7:23"
10plagues,1513 г. пр.н.е. Египет е сполетян от 10 язви,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , ,1513 г. пр.н.е. Египет получава 10 бедствия,1513 пр.сл.е. Египет получава 10-те язви, ,1513 г. пр.н.е. – Египет е поразен от 10 язви,1513 г. пр.н.е. Египет е сполетян от 10 язви
joseph_sold,Йосиф е бил продаден като роб на 17-годишна възраст – Битие 37:2,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False, , , ,Йосиф е продаден като роб на 17-годишна възраст – Битие 37:2,Йосиф е продаден като роб на 17 години – Битие 37:2, ,Йосиф е продаден като роб на 17-годишна възраст – Битие 37:2,Йосиф е бил продаден като роб на 17-годишна възраст – Битие 37:2
infliction,"400-годишно изгнание (Деяния 7:6) – Исмаил, 1913 г. пр.н.е.",400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False, , , ,400 години мъчение (Деяния 7:6) – Исмаил 1913 г. пр.н.е.,400-годишно потисничество (Деяния 7:6) – Исмаил 1913 пр.сл.е., ,"400-годишно потисничество (Деяния 7:6) – Исмаил, 1913 г. пр.н.е.","400-годишно изгнание (Деяния 7:6) – Исмаил, 1913 г. пр.н.е."
