key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
event_destruction_samaria,سامریہ کی تباہی 740 قبل مسیح اسوری کی طرف سے,Destruction of Samaria 740 B.C.E. by Assyria,Destruction of Samaria 740 B.C.E. by Assyria,text,False, , , , ,740 قبل مسیح میں اشور کے ہاتھوں سامریہ کی تباہی, , ,آشور کے ذریعے ۷۴۰ قبل مسیح میں سامریہ کی تباہی
event_destruction_jerusalem1,یروشلم کی تباہی 607 قبل مسیح بابل کی طرف سے، سلطنت کی تقسیم کے 390 سال بعد (حزقی ایل 4:5),"Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)", ,text,False, , , , ,607 قبل مسیح میں بابل کے ہاتھوں یروشلیم کی تباہی، بادشاہت کی تقسیم کے 390 سال بعد (حزقی ایل 4:5), , ,607 قبل مسیح میں بابل کے ذریعے یروشلم کی تباہی، بادشاہی کے تقسیم کے 390 سال بعد (حزقی ایل 4:5)
event_temple_rebuilt,یروشلم میں ہیکل کی تعمیر نو 515 قبل مسیح,Temple in Jerusalem rebuilt 515 B.C.E., ,text,False, , , , ,515 قبل مسیح میں یروشلیم میں ہیکل کی دوبارہ تعمیر, , ,یروشلم میں مندر کو ۵۱۵ قبل مسیح میں دوبارہ تعمیر کیا گیا۔
event_jerusalem_rebuilt,یروشلم کی دیوار 455 قبل مسیح میں دوبارہ تعمیر کی گئی۔,Jerusalem wall rebuilt 455 B.C.E., ,text,False, , , , ,455 قبل مسیح میں یروشلیم کی دیوار کی دوبارہ تعمیر, , ,یروشلم کی دیوار ۴۵۵ قبل مسیح میں دوبارہ تعمیر کی گئی۔
event_destruction_jerusalem2,یروشلم کی تباہی 70 عیسوی میں روم کے ذریعے ٹائٹس کے تحت,Destruction of Jerusalem 70 C.E. by Rome under Titus, ,text,False, , , , ,70 عیسوی میں ٹائٹس کی قیادت میں روم کے ہاتھوں یروشلیم کی تباہی, , ,70 عیسوی میں روم کے ٹائٹس کے زیرِ قیادت یروشلم کی تباہی
event_1914,قوموں کے وقت کے اختتام پر (لوقا 21:24)، خدا کی بادشاہی 1914 عیسوی میں آسمان پر حکومت کرنا شروع کر دیتی ہے۔,"End of the time of the nations (Luke 21:24), God’s Kingdom starts to rule in heaven 1914 C.E.",4.6 extends scriptures,text,False, , , , ,قوموں کے زمانے کا خاتمہ (لوقا 21:24)، خدا کی بادشاہی آسمان میں حکومت کرنا شروع کرتی ہے 1914 عیسوی, , ,قوموں کے وقت کا اختتام (لوقا 21:24)، خدا کی بادشاہی آسمان میں 1914 عیسوی میں حکمرانی کرنا شروع کرتی ہے۔
became_king,عمر میں بادشاہ بن گیا,becomes king at age, ,text,False, , , , ,عمر میں بادشاہ بنتا ہے, , ,عمر میں بادشاہ بنتا ہے
vulgate,ولگیٹ جیروم نے مکمل کیا (بائبل کا لاطینی ترجمہ) سی۔ 405 عیسوی,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E., ,text,False, , , , ,تقریباً 405 عیسوی میں جیروم کی طرف سے ولگیٹ مکمل (بائبل کا لاطینی ترجمہ), , ,جیروم نے ولگیٹ (بائبل کا لاطینی ترجمہ) تقریباً ۴۰۵ عیسوی میں مکمل کیا۔
gutenberg,گٹنبرگ بائبل 1455 میں چھپی,Gutenberg Bible printed 1455, ,text,False, , , , ,1455 میں گوٹنبرگ بائبل کی چھپائی, , ,گوٹنبرگ بائبل 1455 میں شائع ہوئی۔
erasmus,عیسائی یونانی صحیفے کا یونانی متن 1516 کے روٹرڈیم کے ڈیسیڈیریئس ایراسمس کے ذریعہ شائع ہوا,Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516, ,text,False, , , , ,1516 میں روترdam کے ڈیسیڈیریس ایراسمس کی طرف سے مسیحی یونانی صحیفوں کا یونانی متن شائع, , ,1516 میں روتردام کے ڈیسڈییریس ایراسمس کی شائع کردہ مسیحی یونانی صحائف کا یونانی متن
luther,ستمبر 1522 میں لوتھر بائبل کا ترجمہ,Luther Bible translation in September 1522, ,text,False, , , , ,ستمبر 1522 میں لوتھر بائبل کا ترجمہ, , ,ستمبر 1522 میں لوثر کی بائبل کا ترجمہ
tyndale,ٹنڈیل 1536 کا انگریزی بائبل ترجمہ,English Bible translation by Tyndale 1536, ,text,False, , , , ,1536 میں ٹینڈیل کا انگریزی بائبل ترجمہ, , ,ٹنڈیل کا 1536 کا بائبل انگریزی ترجمہ
king_james,کنگ جیمز بائبل 1611,King James Bible 1611, ,text,False, , , , , , , ,کنگ جیمز بائبل ۱۶۱۱
69weeks3,یسوع 29 عیسوی میں اپنی خدمت شروع کرتا ہے (لوقا 3:1، 21),"Jesus starts his service 29 CE (Luke 3:1, 21)", ,text,False, , , , , , , ,یسوع نے اپنی خدمت 29 عیسوی میں شروع کی (لوقا 3:1، 21)
ransom,"ہفتے کے وسط میں ""بند ہونے کے لیے قربانی"" ڈینیئل 9:27",Middle of week “sacrifice to cease” Daniel 9:27, ,text,False, , , , , , , ,"ہفتے کے وسط میں ""وقف کو ختم کرنے کی قربانی"" دانئیل 9:27"
cornelius,کارنیلیس نے 36 عیسوی میں 70 ہفتوں کے آخر میں (دانیال 9:24) بپتسمہ لیا۔,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E., ,text,False, , , , , , , ,کورنیلیس نے 36 عیسوی میں، 70 ہفتوں کے اختتام پر (دانیال 9:24) بپتسمہ لیا۔
columbus,امریکہ 1492 میں کولمبیا سے پہلے کے دور کا اختتام,End of the pre-columbian period in the Americas 1492, ,text,False, , , , , , , ,امریکہ میں قبل از کولمبیائی دور کا اختتام 1492
declaration_independence,امریکہ میں 13 کالونیوں کی آزادی کا اعلان 1776,Declaration of independence of 13 colonies in America 1776, ,text,False, , , , , , , ,امریکہ کی تیرہ کالونیاں 1776ء میں آزادی کا اعلان
tischendorf,ٹیشینڈورف نے 1844 میں چوتھی صدی سے کوڈیکس سینائیٹکس دریافت کیا۔,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844, ,text,False, , , , , , , ,ٹشینڈورف نے 1844 میں چوتھی صدی کا کوڈیکس سینائٹیکس دریافت کیا۔
dead_sea_scrolls,بحیرہ مردار کے طومار لکھے گئے۔,Dead Sea Scrolls written, ,text,False, , , , , , , ,مردہ سمندر کے تحریری نسخے
septuagint,سیپٹوجینٹ LXX ترجمہ,Septuagint LXX translated, ,text,False, , , , , , , ,سپتواجنت LXX کا ترجمہ
watchtower,زیونز واچ ٹاور اینڈ ہیرالڈ آف کرائسٹ پریزنس کا پہلا شمارہ 1879 میں شائع ہوا,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False, , , , , , , ,"""صیہون کا واچ ٹاور اور مسیح کی موجودگی کا ہیرالڈ"" کا پہلا شمارہ 1879 میں شائع ہوا۔"
jehovahs_witnesses,بائبل سٹوڈنٹس نے ایک نیا نام اپنایا – یہوواہ کے گواہ (یسعیاہ 43:10، 12) کولمبس، اوہائیو، 1931 میں,"The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",4.6 extends scriptures,text,False, , , , , , , ,بائبل اسٹوڈنٹس نے 1931 میں کولمبس، اوہائیو میں ایک نیا نام اپنایا – یہوواہ کے گواہ (یسعیاہ 43:10، 12)
gilead_school,واچ ٹاور بائبل سکول آف گیلاد پیر، فروری 1، 1943 کو شروع ہوا۔,"Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False, , , , , , , ,گیلیاد کا واچ ٹاور بائبل اسکول پیر، یکم فروری ۱۹۴۳ کو شروع ہوتا ہے۔
new_world_translation1,"18 جون، 1960 کو مانچسٹر، انگلستان میں جاری ہونے والی ""نیو ورلڈ ٹرانسلیشن آف دی ہولی سکرپچرز"" بائبل کے بہت سے حصوں میں یہوواہ نام کو دوبارہ متعارف کراتی ہے۔","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",4.6 extends scriptures,text,False, , , , , , , ,"""نئی عالمی ترجمہ مقدس صحائف"" 18 جون 1960 کو مانچسٹر، انگلینڈ میں جاری کیا گیا، جس نے بائبل کے کئی حصوں میں نام یہوہ کو دوبارہ متعارف کروایا۔"
new_world_translation2,"نظر ثانی شدہ ""نیو ورلڈ ٹرانسلیشن آف دی ہولی سکرپچرز"" سالانہ میٹنگ 2013 میں جاری کی گئی، جو ڈیجیٹل اور آن لائن استعمال کرنے کے لیے موزوں ہے۔","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",4.6 extends scriptures,text,False, , , , , , , ,"نظر ثانی شدہ ""نئی عالمی ترجمہ مقدس صحائف"" سالانہ اجلاس 2013 میں جاری کیا گیا، ڈیجیٹل اور آن لائن استعمال کے لیے بہتر بنایا گیا۔"
cold_war,"جغرافیائی سیاسی صورتحال جس کا لیبل ""سرد جنگ"" 1945-1991 ہے۔",Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , , , , , ,"جغرافیائی سیاسی صورتحال جسے ""سرد جنگ"" کہا جاتا ہے، 1945–1991"
codex_sinaiticus,کوڈیکس سینائیٹکس لکھا گیا ہے,Codex Sinaiticus written, ,text,False, , , , , , , ,کوڈیکس سینائٹیکس تحریر شدہ
codex_vaticanus,کوڈیکس ویٹیکنس لکھا,Codex Vaticanus written, ,text,False, , , , , , , ,کوڈیکس ویٹیکنس تحریر شدہ
leningrad_codex,لینن گراڈ کوڈیکس قاہرہ AD 1008 میں لکھا گیا۔,Leningrad Codex written in Cairo AD 1008, ,text,False, , , , , , , ,لینن گراڈ کوڈیکس، قاہرہ میں سن 1008 عیسوی میں تحریر شدہ
john,"جان پیٹرموس 96-98 عیسوی میں جلاوطنی کے دوران ""مکاشفہ"" لکھتا ہے۔",John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , , , , , ,"جان پاتموس میں 96–98 عیسوی میں جلاوطنی کے دوران ""مکاشفہ"" لکھتے ہیں۔"
buddha,مہاتما بدھ – سدھارتھ گوتم 563-483 قبل مسیح,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , , , , , ,بدھا – سدھارتھ گوتاما تقریباً ۵۶۳–۴۸۳ قبل مسیح
buddha2,بدھ متبادل طور پر c. 480-400 قبل مسیح,Buddha alternatively c. 480-400 B.C.E., ,text,False, , , , , , , ,بدھا متبادل طور پر تقریباً ۴۸۰ تا ۴۰۰ قبل مسیح
mohammed,محمد ج. 570-632 عیسوی,Mohammed c. 570-632, ,text,False, , , , , , , ,محمد تقریباً ۵۷۰ تا ۶۳۲
confucius,کنفیوشس 551-479 قبل مسیح,Confucius c.551-c.479 B.C.E., ,text,False, , , , , , , ,کنفیوشس تقریباً ۵۵۱–۴۷۹ قبل مسیح
hijrah,ہجرت - مکہ سے مدینہ کا سفر 16 جولائی 622,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , , , , , ,ہجرت - مکہ سے مدینہ کا سفر ۱۶ جولائی ۶۲۲
moses_escape,1553 قبل مسیح موسیٰ کو مصر سے فرار ہونا ہے – خروج 2:15، اعمال 7:23,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , , , , , ,1553 قبل مسیح۔ موسیٰ کو مصر سے فرار ہونا پڑا – خروج 2:15، اعمال 7:23
10plagues,1513 قبل مسیح مصر کو 10 طاعون موصول ہوئیں,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , , , , , ,1513 قبل مسیح مصر نے دس آفات کا سامنا کیا۔
joseph_sold,جوزف کو 17 سال کی عمر میں غلام کے طور پر فروخت کیا گیا - Gen 37:2,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False, , , , , , , ,یوسف کو سترہ سال کی عمر میں غلام کے طور پر بیچ دیا گیا – پیدائش ۳۷:۲
infliction,400 سال کی سزا (اعمال 7:6) - اسماعیل 1913 قبل مسیح,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False, , , , , , , ,400 سالہ مصیبت (اعمال 7:6) – اسماعیل 1913 قبل از مسیح
Alexander,سکندر اعظم (دانیال 11:3),Alexander the Great (Daniel 11:3), ,text,False, , , , , , , ,ایکسلرڈر اعظم (دانیال 11:3)
persia,سائرس دی گریٹ، کیمبیسز II، ڈیریوس اول 490 قبل مسیح، زرکسیز اول 480 بی سی ای (ایسٹر کا شوہر، ڈینیئل 11:2),"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False, , , , , , , ,سائرس اعظم، کمبسیس دوم، داریوش اول (۴۹۰ قبل مسیح)، خشائش اول (۴۸۰ قبل مسیح) (ایستھر کا شوہر، دانیال ۱۱:۲)
king_north,"Seleucus I Nicator (v5) شام سے Antiochus III (v10) اور Seleucus IV (v18, 19) نیچے Octavian (v20) اور Tiberius (v21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False, , , , , , , ,سیلوکس اول نیکاٹور (v5) سے اینٹیوکس سوم (v10) اور سلوکس چہارم (v18، 19) تک اور پھر آگسٹوس (v20) اور تیبیریوس (v21-24) تک
king_north1,شمال کا بادشاہ,King of the North, ,text,False, , , , , , , ,شمال کا بادشاہ
king_south,"بطلیمی I, II, III, IV (v11, 12), V (v15, 16) سے جنگ Actium 31 B.C.E.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False, , , , , , , ,بطلیم اوّل، دوم، سوم، چہارم (v11، v12)، پنجم (v15، v16) سے لے کر ۳۱ قبل مسیح کی اکیوم کی جنگ تک۔
king_south1,جنوب کا بادشاہ,King of the South, ,text,False, , , , , , , ,جنوب کا بادشاہ
king_south2,برطانوی سلطنت 1870، اینگلو امریکن عالمی طاقت 1914 سے,"British Empire 1870, Anglo-American World Power since 1914", ,text,False, , , , , , , ,برطانوی سلطنت 1870، 1914 سے انگریزی-امریکی عالمی طاقت
king_south3,جنوب کا بادشاہ,King of the South, ,text,False, , , , , , , ,جنوب کا بادشاہ
king_north2,شہنشاہ ولیم اول کے ساتھ جرمنی 1871 (وی 28)، 1914 (وی 29)، 1935 (وی 30 بی)، 1939 (وی 31 اے),"Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", ,text,False, , , , , , , ,جرمنی بادشاہ ولیم اول کے ساتھ 1871 (v28)، 1914 (v29)، 1935 (v30b)، 1939 (v31a)
king_north3,شمال,North, ,text,False, , , , , , , ,شمال
king_north4,سوویت یونین 1945-1991 (ڈینیل 11:32-39، 40b، 41),"Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)", ,text,False, , , , , , , ,سوویت یونین 1945-1991 (دانیال 11:32-39، 40ب، 41)
king_north5,روس سے 2017 (w20 مئی),Russia since 2017 (w20 May), ,text,False, , , , , , , ,روس 2017 سے (w20 مئی)
time_of_end,مسیح کی موجودگی، نظامِ الٰہی کا اختتام (متی 24:3)، آخری ایام (2 تیمتھیس 3:1),"Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)",4.6 extends scriptures,text,False, , , , , , , ,مسیح کی موجودگی، نظامِ اشیاء کا اختتام (متی 24:3)، آخری ایام (2 تیموتھیس 3:1)
time_of_end2,آخری ایام,Last days, ,text,False, , , , , , , ,آخری دن
suryavaman2,بادشاہ سوریا ورمن دوم نے انگکور واٹ 1113-1150 تعمیر کیا۔,King Suryavarman II builds Angkor Wat 1113-1150, ,text,False, , , , , , , ,بادشاہ سوریوارمن دوم نے 1113 سے 1150 کے دوران انگکور واٹ تعمیر کیا۔
notre-dame,نوٹری ڈیم ڈی پیرس نے 1163-1260 میں تعمیر کیا۔,Notre-Dame de Paris built 1163-1260, ,text,False, , , , , , , ,نوٹر ڈیم ڈی پیرس 1163 تا 1260 میں تعمیر ہوا۔
babel,بابل کا مینار بنایا گیا۔,Tower of Babel built, ,text,False, , , , , , , ,بابل کا مینار تعمیر ہوا
infliction1,400 سال کی سزا,400 year infliction,Acts 7:6,text,False, , , , , , , ,چار سو سالہ عذاب
Lots_wife,لوط کی بیوی,Lot’s wife, ,text,False, , , , , , , ,لوط کی بیوی
Lots_daughters,لوط کی بیٹیاں,Daughters of Lot, ,text,False, , , , , , , ,لوط کی بیٹیاں
Moab,موآب (بڑی بیٹی),Moab (older daughter), ,text,False, , , , , , , ,موآب (بڑی بیٹی)
rosetta,روزیٹا پتھر 196 قبل مسیح,Rosetta stone 196 B.C.E., ,text,False, , , , , , , ,روسیٹا اسٹون 196 قبل مسیح
Herodotus,ہیروڈوٹس سی۔ 484 - ج. 425 قبل مسیح، تاریخ لکھتا ہے۔,"Herodotus c. 484 – c. 425 BC, writes The Histories",Father of History,text,False, , , , ,ہیروڈوٹس c. 484 – c. 425 ق م، ہسٹریز لکھتا ہے, , ,ہیروڈوٹس (تقریباً ۴۸۴–۴۲۵ قبل مسیح) نے 'دی ہسٹریز' لکھی۔
Aristotle,ارسطو 384-322 قبل مسیح,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher",text,False, , , , ,ارسطو 384 – 322 ق م, , ,ارسطو ۳۸۴ – ۳۲۲ قبل مسیح
Ptolemy,بطلیمی سی 100 – 170 عیسوی,Ptolemy c 100 – c. 170 C.E., ,text,False, , , , ,ٹولیمی c 100 – c 170 عیسوی, , ,بطلیم تقریباً ۱۰۰ سے تقریباً ۱۷۰ عیسوی
Pythagoras,Pythagoras c. 570 - سی۔ 495 قبل مسیح,Pythagoras c. 570 – c. 495 BC, ,text,False, , , , ,فیثاغورث c. 570 – c. 495 ق م, , ,پتھاگورس تقریباً ۵۷۰ قبل مسیح – تقریباً ۴۹۵ قبل مسیح
Plato,افلاطون ج. 427 - سی۔ 348 قبل مسیح,Plato c. 427 – c. 348 BC, ,text,False, , , , ,افلاطون c. 427 – c. 348 ق م, , ,افلاطون تقریباً ۴۲۷ – تقریباً ۳۴۸ قبل مسیح
Socrates,سقراط ج. 470 - سی۔ 399 قبل مسیح,Socrates c. 470 – c. 399 BC, ,text,False, , , , ,سقراط c. 470 – c. 399 ق م, , ,سقراط تقریباً ۴۷۰ قبل مسیح – تقریباً ۳۹۹ قبل مسیح
Josephus,جوزفس سی. 37 - ج. 100 عیسوی,Josephus c. 37 – c. 100 C.E., ,text,False, , , , ,یوسف بن متی ہوریو c. 37 – c. 100 عیسوی, , ,جوزیفس تقریباً ۳۷ – تقریباً ۱۰۰ عیسوی
