key,text,english,notes,tag,checked
septuagint,Nai-translate nan Septuagint LXX,Septuagint LXX translated, ,text,False
watchtower,Umuna ay ruar di “Zion’s Watch Tower and Herald of Christ’s Presence” naipablaak edi 1879,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879, ,text,False
jehovahs_witnesses,"Inadaptar nan Estudiante di Biblia san baro ay nagan – Saksi ni Jehova (Isaias 43:10, 12). ed Columbus, Ohio, 1931","The Bible Students adopt a new name – Jehovah’s Witnesses (Isaiah 43:10, 12) in Columbus, Ohio, 1931",include scripture,text,False
gilead_school,"Nanrugi nan Watchtower Bible School of Gilead idi Lunes, Pebrero 1, 1943","Watchtower Bible School of Gilead begins on Monday, February 1, 1943", ,text,False
new_world_translation1,"“Baro a Lubong a Patarus ti Nasantuan a Kasuratan” nairuar ed Manchester, England idi Hunio 18, 1960","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False
new_world_translation2,Na-revise nan “Baro a Lubong a Patarus ti Nasantuan a Kasuratan” nairuar iti tinawen a miting 2013,"Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False
cold_war,Geopolitikal ay kasasaad - “Cold War” 1945-1991,Geopolitical situation labeled “Cold War” 1945-1991, ,text,False
timeline_created,"Na-amag nan timeline edi 2023, kappodutan a tawen isnan napalabas ay 125,000 a taw-tawen","This timeline is created in 2023, the hottest year in human history and the last 125,000 years", ,text,False
codex_sinaiticus,Naisurat nan Codex Sinaiticus,Codex Sinaiticus written, ,text,False
codex_vaticanus,Naisurat nan Codex Vaticanus,Codex Vaticanus written, ,text,False
leningrad_codex,Naisurat nan Leningrad Codex ed Cairo AD 1008,Leningrad Codex written in Cairo AD 1008, ,text,False
john,Insurat Juan nan “Apocalipsis” bayat ay naidestiero ed Patmos 96-98 K.P.,John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False
buddha,Buddha – Siddhartha Gautama c.563-c.483 K.K.P,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False
buddha2,Alternatibo a Buddha c. 480-400 K.K.P.,Buddha alternatively c. 480-400 B.C.E., ,text,False
mohammed,Mohammed c. 570-632 K.P.,Mohammed c. 570-632, ,text,False
confucius,Confucius c.551-c.479 K.K.P.,Confucius c.551-c.479 B.C.E., ,text,False
hijrah,Hijrah - Panagdaliasat Mecca – Medina 16 Hulio 622,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False
moses_escape,"1553 K.K.P. Masapul ay kumaan si Moises ed Egipto – Exodo 2:15, Aramid 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False
10plagues,1513 K.K.P. immawat ti Egipto iti 10 a saplit,1513 B.C.E Egypt receives 10 plagues, ,text,False
joseph_sold,Nailako ni Jose kas adipen idi agtawen iti 17 – Gen 37:2,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False
infliction,400 a tawen a pannagrigat (Aramid 7:6) – Ismael 1913,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False
Alexander,Alejandro a Dakkel (Daniel 11:3),Alexander the Great (Daniel 11:3), ,text,False
persia,"Ciro a Dakkel, Cambyses II, Dario I 490 K.K.P., Xerxes I 480 K.K.P. (asawa ni Ester, Daniel 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False
king_north,"Seleuco I Nicator (b5) Siria enggana ken Antioco III (b10) ken Seleuco IV (b18, 19) enggana ken Octavian (b20) ken Tiberio (b21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False
king_north1,Ari ti Amianan,King of the North, ,text,False
king_south,"Tolomeo I, II, III, IV (b11, 12), V (b15, 16) enggana di gubat Actium 31 K.K.P.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False
king_south1,Ari ti Abagatan,King of the South, ,text,False
king_south2,"Imperio ti Britania 1870, Anglo-American World Power manipud idi 1914","British Empire 1870, Anglo-American World Power since 1914", ,text,False
king_south3,Ari ti Abagatan,King of the South, ,text,False
king_north2,"Alemania (Emperador Guillermo I)1871 (b28), 1914 (b29), 1935 (b30b), 1939 (b31a)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", ,text,False
king_north3,Amianan,North, ,text,False
king_north4,"Union ti Soviet 1945-1991 (Daniel 11:32-39, 40b, 41)","Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)", ,text,False
king_north5,Rusia manipud idi 2017 (w20 Mayo),Russia since 2017 (w20 May), ,text,False
time_of_end,"Sinyales di Kaaddan Cristo, Ngudo ti sistema ti bambanag (Mateo 24:3), maudi nga al-aldaw (2 Timoteo 3:1)","Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)",scriptures written out,text,False
time_of_end2,maudi nga al-aldaw,Last days, ,text,False
suryavaman2,Inbangon ni Ari Suryavarman II ti Angkor Wat 1113-1150,King Suryavarman II builds Angkor Wat 1113-1150, ,text,False
notre-dame,Notre-Dame de Paris ket naibangon idi 1163-1260,Notre-Dame de Paris built 1163-1260, ,text,False
babel,Na-amag nan torre di Babel,Tower of Babel built, ,text,False
infliction1,400 a panagrigat,400 year infliction,Acts 7:6,text,False
Lots_wife,Asawa ni Lot,Lot’s wife, ,text,False
Lots_daughters,Annak a babbae ni Lot,Daughters of Lot, ,text,False
Moab,Moab (ina una nga anak),Moab (older daughter),Genesis 19:37,text,False
rosetta,Rosetta stone 196 K.K.P.,Rosetta stone 196 B.C.E., ,text,False
Herodotus,"Herodotus c. 484 – c. 425 K.K.P., insurat ti The Histories","Herodotus c. 484 – c. 425 BC, writes The Histories",Father of History,text,False
Aristotle,Aristotle 384 – 322 K.K.P.,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher",text,False
Ptolemy,Ptolemy c 100 – c. 170 K.P.,Ptolemy c 100 – c. 170 C.E., ,text,False
Pythagoras,Pythagoras c. 570 – c. 495 K.K.P.,Pythagoras c. 570 – c. 495 BC, ,text,False
Plato,Plato c. 427 – c. 348 K.K.P.,Plato c. 427 – c. 348 BC, ,text,False
Socrates,Socrates c. 470 – c. 399 K.K.P.,Socrates c. 470 – c. 399 BC, ,text,False
Josephus,Josephus c. 37 – c. 100 K.P.,Josephus c. 37 – c. 100 C.E., ,text,False
Cicero,Cicero 106–43 K.K.P.,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",text,False
lachish_letters,Nan letra ti Lakis c. 590 K.K.P.,Lachish letters c. 590 B.C.E., ,text,False
lachish_reliefs,Kinitikitan a ladladawan ti Lakis c. 681 K.K.P.,Lachish reliefs c. 681 B.C.E., ,text,False
mesha_stele,Mesha Stele (Moabite stone) c. 840 B.C.E.,Mesha Stele (Moabite stone) c. 840 B.C.E.,w25/12 study article 50 paragraph 6,text,False
gilgamesh,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵, ,text,False
epic_gilgamesh,Daniw ti Gilgamesh (Sîn-lēqi-unninni),Epic of Gilgamesh (Sîn-lēqi-unninni), ,text,False
gregorian,Gregorian a kalendaryo 1582,Gregorian calendar 1582, ,text,False
shang-dynasty,c. 1600-1046 K.K.P.,c. 1600-1046 BC, ,text,False
western-zhou,c. 1046-771 K.K.P.,c. 1046-771 BC, ,text,False
qin-dynasty,Qin 221-207 K.K.P.,Qin 221-207 BC, ,text,False
western-han,207 K.K.P. – 9 K.P.,207 BC – 9 CE, ,text,False
three-kingdoms,Tallo a pagarian 220-280 K.P.,Three kingdoms 220-280 CE, ,text,False
sixteen-kingdoms,Desisais a pagarian 304-439 K.P.,Sixteen kingdoms 304-439 CE, ,text,False
tang-dynasty2,"618-690, 705-907","618-690, 705-907", ,text,False
wu-zhou,690-705 Wu Zhou,690-705 Wu Zhou, ,text,False
tang-dynasty1_c,Tang,Tang, ,text,False
gonghe,Gonghe -Nasuspendi ti turay 841-828,Gonghe Regency 841-828 BC, ,text,False
Ashoka,Ashoka (c. 304-232 K.K.P.) intantandudo na ti Budismo,Ashoka (c. 304-232 BC) promotes Buddhism, ,text,False
siloam-tunnel,Ezekias-pina-attiddog na ti Siloam tunel,Hezekiah extends Siloam tunnel,c. 742-732 BC,text,False
Angloamerica2,"Anglo-American et nailadawan babaen sin sakan di landok ay nalaokan si damili isnan padton Daniel 2:33, 41-43","Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43", ,text,False
Manetho,Insurat Manetho nan Aegyptiaca,Manetho writes Aegyptiaca, ,text,False
destruction_babylon,"Pannakadadael ti Babilonia a Dakkel (Apocalipsis 17:3, 15-18; 18:9, 10)","Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)",beginning of great tribulation (GT),text,False
gog_of_magog,"Panag raot ni Gog ti Magog (Ezequiel 38:1, 2, 9-12, 18-23)","Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)",end of GT,text,False
sheep_goat,"Maukomto dagiti agnanaed iti daga, a mangisina kadagiti karnero ken kalding (Mateo 25:31-33)","Earth’s inhabitants are judged, separating sheep and goats (Matthew 25:31-33)",end of GT,text,False
annointed,Panagtitipon dagiti agtuturay ti Pagarian (Mateo 24:31; 1 Corinto 15:50-53; 1 Tesalonica 4:15-17),Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17),end of GT,text,False
armageddon,"Gubat ti Armagedon (Apocalipsis 16:14, 16; Isaias 13:9; 2 Pedro 3:12)","Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)",end of system of things,text,False
millenium,"Rugian ti Pagarian ti Dios ti 1000 a tawen a panagturayna (Apocalipsis 5:9, 10; 20:4, 6)","God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)", ,text,False
great_crowd,"Maysa a dakkel a bunggoy ti makalasat iti Armagedon (Apocalipsis 7:9, 14; Salmo 37:9-11)","A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)", ,text,False
world_population,Populasion di lubong isnan napalabas ay binilion ay 2000 a taw -tawen,World population in billions in the last 2000 years, ,text,False
khmer_empire_c,Imperio di Khmer - Panawen di Angkor,Khmer Empire - Angkor period, ,text,False
holy_roman_empire_c,Imperio di Roma – kalpasan ti 1512 Imperio di Romano ay kadwa nan nasion di Aleman,Holy Roman Empire – known as Holy Roman Empire of the German Nation after 1512, ,text,False
mongol_empire,Imperio di Mongol 1206 – 1294 K.P.,Mongol Empire 1206 – 1294, ,text,False
maya_classic_c,Sibilisasion di Maya – klasiko a panawen,Maya civilization – Classic period, ,text,False
maya_postclassic_c,Sibilisasion di Maya – kalpasan di klasiko ay panawen,Maya civilization – Postclassic period, ,text,False
Teotihuacan,"kadakkelan ay siudad ed America, nabangon nan piramid c. 200 K.P.","Largest city in the Americas, pyramids build c. 200 C.E.", ,text,False
Dionysius_Exiguus,"Dionysius Exiguus, imbentor di Anno Domini","Dionysius Exiguus, inventor of Anno Domini", ,text,False
Umayyad_c,Umayyad,Umayyad, ,text,False
ur3,Ur III Dynasty 𒋀𒀕𒆠,Ur III Dynasty 𒋀𒀕𒆠, ,text,False
hammurabi,Hammurabi 𒄩𒄠𒈬𒊏𒁉,Hammurabi 𒄩𒄠𒈬𒊏𒁉, ,text,False
Al-Khwarizmi,insulat Al Khwarizmi nan Al Jabr (Algebra),al-Khwarizmi writes Al-Jabr (Algebra), ,text,False
al-azhar,Al Azhar University et nabangon ed Cairo,Al-Azhar University is established in Cairo, ,text,False
Ibn-Sina,Ibn Sina o Avicenna,Ibn Sina or Avicenna, ,text,False
life-expectancy,Kaatiddog di biag 75 tawen,Life expectancy 75 years, ,text,False
430years_c,"430 tawen: Exodo 12:41, Galacia 3:17","430 years: Exodus 12:41, Galatians 3:17",2024-12-24,text,False
maya_calendar,"Estimado ay rugin di Kalendaryo Maya - Augosto 11, 3114 B.C.E.","Calculated beginning of Maya calendar August 11, 3114 B.C.E.",2024-12-25,text,False
xia-dynasty2,c. 2070 – c. 1600 BC; Panawen ay naibaga sin tiempon di Abagatan ay Zhou ,c. 2070 – c. 1600 BC; Era first alluded during the Western Zhou period,2025-01-02,text,False
xia-dynasty2_c,Dinastia di Xia ed Tsina,Xia dynasty in China, ,text,False
tres_zapotes,"Septembre 3rd, 32 B.C.E.","September 3rd, 32 B.C.E.",2024-12-31,text,False
joseph_jacob_reunited,Nan-in-nila kasin da Jose ken Jacob ed Egypto – 1728 B.C.E. (Gen 45:11; 47:9,Joseph and Jacob reunited in Egypt – 1728 B.C.E. (Gen 45:11; 47:9),2025-01-01,text,False
king_south_light_c,Ari ti Abagatan - Daniel 11,King of the South from Daniel 11,2025-02-05,text,False
king_north_light_c,Ari ti Amianan - Daniel 11,King of the North from Daniel 11,2025-02-05,text,False
daniel2_iron_c,Landok a saka - Daniel 2,Iron legs from Daniel 2,2025-02-05,text,False
argenteus, ,Codex Argenteus c. 505,written copy of Wulfila Bible,text,False
nguyen_dynasty_c, ,Nguyễn,2025-09-20,text,False
edo_c, ,Edo period in Japan,Edo period (Tokugawa shogunate),text,False
meiji_c, ,Meiji,2025-09-20,text,False
american_civil_war, ,American Civil War 1861-1865,"April 12, 1861 to May 26, 1865",text,False
aleppo_codex, ,Aleppo Codex c. 920,2025-10-03,text,False
vandals, ,Kingdom of the Vandals and Alans 435 – 534,Vandals 435-534 C.E.,text,False
francia, ,"c. 481/509 – 843, Merovingian till 751, then Carolingian",Kingdom of the Franks (Regnum Francorum) c. 481/509-843 treaty of Verdun,text,False
francia_c, ,Kingdom of the Franks, ,text,False
100_years_war, ,Hundred Years’ War 1337 – 1453,1337–1453,text,False
black_death, ,Black death 1346-1353,1346-1353,text,False
sui_dynasty, ,581-618 Sui dynasty,2025-11-09,text,False
sui_dynasty_c, ,Sui,2025-11-09,text,False
tribulation,"Ti Dakkel a Rigat (Marcos 13:19; Daniel 12:1; Mat 24:21, 22)","The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)", ,text,False
Adam,Adan,Adam,Luke 3:38,bible,True
Seth,Set,Seth, ,bible,True
Enosh,Enos,Enosh, ,bible,True
Kenan,Kena,Kenan (Cainan),Genesis 5:12,bible,False
Mahalalel,Mahalaleel,Mahalalel (Mahalaleel), ,bible,False
Jared,Jared,Jared, ,bible,True
Enoch,Enoc,Enoch, ,bible,True
Methuselah,Matusalem,Methuselah,Luke 3:37,bible,True
Lamech,Lamec,Lamech, ,bible,True
Noah,Noe,Noah, ,bible,True
Shem,Sem,Shem, ,bible,True
Arpachshad,Arpaksad,Arpachshad,Luke 3:36,bible,True
Shelah,Sela,Shelah, ,bible,True
Eber,Eber,Eber, ,bible,True
Peleg,Peleg,Peleg, ,bible,True
Reu,Reu,Reu, ,bible,True
Serug,Serug,Serug,Luke 3:35,bible,True
Nahor,Nahor,Nahor,Genesis 11:24,bible,True
Terah,Tera,Terah, ,bible,True
Abraham,Abraham,Abraham, ,bible,True
Isaac,Isaac,Isaac, ,bible,True
Jacob,Jacob,Jacob,Luke 3:34,bible,True
Joseph,Jose,Joseph,Genesis 37,bible,True
Moses,Moises,Moses, ,bible,True
Othniel,Otniel,Othniel,Judges 3:9-11,bible,True
Ehud,Ehud,Ehud,Judges 3:15-18,bible,True
Shamgar,Samgar,Shamgar,Judges 3:31,bible,True
Barak,Barak,"Barak, Deborah, Jael",Judges 4:6,bible,False
Gideon,Gideon,Gideon,Judges 7:1,bible,True
Tola,Tola,Tola,Judges 10:1,bible,True
Jair,Jair,Jair,Judges 10:3,bible,True
Jephthah,Jefte,Jephthah,Judges 11:1,bible,True
Ibzan,Ibzan,Ibzan,Judges 12:8,bible,True
Elon,Elon,Elon,Judges 12:11,bible,True
Abdon,Abdon,Abdon,Judges 12:13,bible,True
Samson,Samson,Samson,Judges 13:24,bible,True
Samuel,Samuel,Samuel,1 Samuel 1:20,bible,True
Saul,Saul,Saul,1 Samuel 9:2,bible,True
David,David,David,1 Samuel 16:13,bible,True
Solomon,Solomon,Solomon,1 Kings 2:1,bible,True
Malachi,Malakias,Malachi, ,bible,True
Ruth,Ruth,Ruth, ,bible,True
Ezra,Esdras,Ezra, ,bible,True
Nehemiah,Nehemias,Nehemiah, ,bible,True
Esther,Ester,Esther, ,bible,True
Job,Job,Job, ,bible,True
moses3,Moises,Moses, ,bible,True
joshua2,Josue,Joshua, ,bible,False
caleb2,Caleb,Caleb, ,bible,False
Augustus,Augusto,Augustus,Luke 2:1,bible,False
Tiberius,Tiberio,Tiberius,Luke 3:1,bible,False
Claudius,Claudio,Claudius,Acts 11:28,bible,False
persia2,Persia,Persia, ,bible,False
jehoiada,Jehoiada,Jehoiada,2 Kings 11:4,bible,False
Haggai,Haggeo,Haggai, ,bible,False
Zerubbabel,Zerubabel (Lucas 3:27),Zerubbabel (Luke 3:27),Luke 3:27,bible,False
Jacob2,Jacob/,Jacob/,Jacob/Israel 1858-1711 – 147 years,bible,False
Israel,Israel,Israel,Genesis 35:10,bible,False
Sarah,Sarah,Sarah,"2008-1881 BCE – 127 years, Isaiah 51:2",bible,False
Hagar,Hagar,Hagar,Genesis 21:14,bible,False
Haran,Haran,Haran,Genesis 11:26,bible,False
Reumah,Reumah,Reumah,Concubine – 4 sons 22:24,bible,False
Milcah,Milcah,Milcah,8 sons (Bethuel and 7 more),bible,False
Lot,Lot,Lot,Genesis 11:27,bible,False
Ammon,Ben-ammi (Ammon),Ben-ammi (Ammon),Genesis 19:38,bible,False
Bethuel,Bethuel,Bethuel,Genesis 22:23,bible,False
Rebekah,Rebekah,Rebekah, ,bible,False
Laban,Laban,Laban,Genesis 24:29,bible,False
Leah,Lea,Leah,Genesis 35:23,bible,False
Rachel,Raquel,Rachel,Genesis 35:24,bible,False
Bilhah,Bilha,Bilhah,Genesis 35:25,bible,False
Zilpah,Zilpah,Zilpah,Genesis 35:26,bible,False
Reuben,Reuben,Reuben, ,bible,False
Simeon,Simeon,Simeon, ,bible,False
Levi,Levi,Levi,Genesis 35:23,bible,False
Judah,Juda,Judah, ,bible,False
Issachar,Isacar,Issachar, ,bible,False
Zebulun,Zabulon,Zebulun, ,bible,False
Dinah,Dinah,Dinah,Genesis 34,bible,False
Esau,Esau/,Esau/, ,bible,False
Edom,Edom,Edom,Genesis 36:1,bible,False
Ishmael,Ismael,Ishmael,Genesis 16:16,bible,False
Manasseh2,(Manasseh,(Manasseh,Genesis 41:50-52,bible,False
Ephraim,and Ephraim),and Ephraim), ,bible,False
Benjamin,Benjamin,Benjamin, ,bible,False
Dan,Dan,Dan,Genesis 35:23,bible,False
Naphtali,Neftali,Naphtali, ,bible,False
Gad,Gad,Gad, ,bible,False
Asher,Aser,Asher, ,bible,False
Milcah1,"Uz, Buz, Kemuel,","Uz, Buz, Kemuel,",Genesis 22:21,bible,False
Milcah2,"Chesed, Hazo,","Chesed, Hazo,", ,bible,False
Milcah3,"Pildash, Jidlaph","Pildash, Jidlaph", ,bible,False
Tebah,Tebah,Tebah,Genesis 22:24,bible,False
Gaham,Gaham,Gaham, ,bible,False
Tahash,Tahash,Tahash, ,bible,False
Maacah,Maacah,Maacah, ,bible,False
Mahalath,Mahalath/,Mahalath/,"Genesis 28:8, 9",bible,False
Basemath,Basemat,Basemath,"Genesis36:3, 4",bible,False
Reuel,Reuel,Reuel,"36:13, 17",bible,False
Nahath,Nahath,Nahath, ,bible,False
Zerah,Zerah,Zerah, ,bible,False
Schammah,Schammah,Schammah, ,bible,False
Mizzah,Mizzah,Mizzah, ,bible,False
Adah,Adah,Adah,"36:11, 12, 15, 16",bible,False
Eliphaz,Eliphaz,Eliphaz, ,bible,False
Teman,Teman,Teman, ,bible,False
Omar,Omar,Omar, ,bible,False
Zepho,Zepho,Zepho, ,bible,False
Kenaz,Kenaz,Kenaz, ,bible,False
Korah,Korah,Korah, ,bible,False
Korah_Gatam, ,"Korah, Gatam","Genesis 36:11, 16",bible,False
Amalek,Amalek,Amalek, ,bible,False
Oholibamah,Oholibamah,Oholibamah,"36:14, 18",bible,False
Jeush,Jeush,Jeush, ,bible,False
Jalam,Jalam,Jalam, ,bible,False
Nebaioth,Nebayot,Nebaioth,Genesis 25:13,bible,False
Kedar,Kedar,Kedar, ,bible,False
Mishma,Misma,Mishma, ,bible,False
Adbeel_Mibsam, ,"Adbeel, Mibsam",Genesis 25:13,bible,False
